DB02628,-3.1851396105320857
DB04612,-3.1851396105320857
DB07475,-3.021978172250673
DB08515,-3.021978172250673
DB01108,-2.956610402823924
DB00358,-2.9105165792484877
DB02983,-2.6874217243492375
DB03541,-2.62677836542322
DB01864,-2.623299774104427
DB04372,-2.6105111492915936
DB02306,-2.6105111492915936
DB00391,-2.5657968340985864
DB01184,-2.5657968340985864
DB00188,-2.5560463679438534
DB07340,-2.478180453699912
DB00440,-2.471117822476589
DB06813,-2.471117822476589
DB01349,-2.431499781289547
DB01632,-2.4101038021770202
DB00642,-2.3773264962522545
DB08378,-2.3673504567678996
DB02309,-2.3328139046822467
DB04214,-2.3078019617001115
DB04315,-2.2852742810399262
DB08234,-2.2102613296153737
DB02919,-2.2102613296153737
DB00205,-2.2102613296153737
DB02583,-2.2102613296153737
DB08406,-2.2102613296153737
DB08642,-2.2102613296153737
DB03987,-2.2102613296153737
DB02104,-2.2102613296153737
DB01131,-2.2102613296153737
DB03125,-2.2102613296153737
DB08448,-2.2102613296153737
DB07141,-2.2102613296153737
DB07140,-2.2102613296153737
DB07142,-2.2102613296153737
DB07144,-2.2102613296153737
DB03695,-2.2102613296153737
DB03351,-2.2102613296153737
DB02559,-2.2102613296153737
DB02427,-2.2102613296153737
DB00563,-2.2102613296153737
DB03060,-2.2102613296153737
DB01157,-2.2102613296153737
DB03382,-2.2037649163832818
DB06734,-2.1686392918151722
DB06733,-2.1686392918151722
DB02062,-2.157875152369136
DB03535,-2.1536862863235013
DB08739,-2.1536862863235013
DB08738,-2.1536862863235013
DB07148,-2.1536862863235013
DB03864,-2.1536862863235013
DB01684,-2.1536862863235013
DB04661,-2.153490072283542
DB03380,-2.150198330665222
DB02078,-2.149877940804432
DB08492,-2.1417579118987953
DB01969,-2.1272848256274894
DB03182,-2.1272848256274894
DB04230,-2.1272848256274894
DB02183,-2.1196854143429213
DB02162,-2.1196854143429213
DB03506,-2.1166955462979256
DB06213,-2.1166955462979256
DB08770,-2.1166955462979256
DB07102,-2.1113075014795926
DB07258,-2.1113075014795926
DB07259,-2.1113075014795926
DB06828,-2.1113075014795926
DB03424,-2.1113075014795926
DB07292,-2.1113075014795926
DB07196,-2.1113075014795926
DB08466,-2.1113075014795926
DB08040,-2.1113075014795926
DB07099,-2.1113075014795926
DB06851,-2.1113075014795926
DB07237,-2.1113075014795926
DB06917,-2.1113075014795926
DB07260,-2.1113075014795926
DB07094,-2.1113075014795926
DB07104,-2.1113075014795926
DB08893,-2.1107869827974084
DB04537,-2.1099259407398363
DB00150,-2.1099259407398363
DB01831,-2.1099259407398363
DB02661,-2.1021463153325324
DB03708,-2.1021463153325324
DB03978,-2.101631375607164
DB08617,-2.101631375607164
DB07205,-2.101631375607164
DB02967,-2.0969886442059584
DB04657,-2.091696138542718
DB08590,-2.079916057424932
DB01250,-2.0662652604316927
DB01100,-2.043124079337594
DB07339,-2.037722597512337
DB08744,-2.037722597512337
DB04253,-2.037722597512337
DB08190,-2.037722597512337
DB08228,-2.037722597512337
DB00337,-2.0311762789780428
DB03083,-2.005321324530074
DB03693,-2.005321324530074
DB07968,-1.9962559993096824
DB07396,-1.9962559993096824
DB03744,-1.9962559993096824
DB07315,-1.9962559993096824
DB02089,-1.9962559993096824
DB01696,-1.9962559993096824
DB03288,-1.9962559993096824
DB07395,-1.9962559993096824
DB03758,-1.9956509167859338
DB01324,-1.9955888392852996
DB00524,-1.9955888392852996
DB08889,-1.9793483519218888
DB06285,-1.9605043930469574
