DB00786,-6.062356027621393
DB03496,-4.8857441838819184
DB03428,-4.4947800597997425
DB02950,-4.4947800597997425
DB00013,-4.484250156079919
DB02052,-4.439353925589388
DB00031,-4.022266376023735
DB00029,-3.818885171716929
DB00015,-3.818885171716929
DB00009,-3.818885171716929
DB03880,-3.79944981783467
DB08271,-3.7221652678856976
DB07364,-3.5505903135480184
DB00825,-3.5340588632799115
DB02116,-3.463903505698125
DB07766,-3.3620182166990777
DB07446,-3.3619482536922107
DB02118,-3.3619482536922107
DB03367,-3.3619482536922107
DB07921,-3.3619482536922107
DB04405,-3.3619482536922107
DB07026,-3.3619482536922107
DB08599,-3.3619482536922107
DB07920,-3.3619482536922107
DB07683,-3.3619482536922107
DB00551,-3.3619482536922107
DB07922,-3.3619482536922107
DB03616,-2.9459030922770033
DB04151,-2.9459030922770033
DB03850,-2.9459030922770033
DB04774,-2.9459030922770033
DB03021,-2.9459030922770033
DB04629,-2.9459030922770033
DB03903,-2.9459030922770033
DB04783,-2.9459030922770033
DB04775,-2.9459030922770033
DB08183,-2.90594318214582
DB01692,-2.870889954773622
DB04014,-2.85478218855821
DB06800,-2.7622918166637813
DB01209,-2.7622918166637813
DB07556,-2.7532741310524482
DB03127,-2.720684433667586
DB00055,-2.7117921456148912
DB01780,-2.6441166595643426
DB07477,-2.638176019272596
DB04716,-2.629270208135662
DB02353,-2.6262072908079466
DB02322,-2.6262072908079466
DB07285,-2.6129249776137655
DB03683,-2.6129249776137655
DB01949,-2.6129249776137655
DB07246,-2.6129249776137655
DB07117,-2.6129249776137655
DB00295,-2.6105116984582595
DB00647,-2.6105116984582595
DB00497,-2.6105116984582595
DB01439,-2.6105116984582595
DB00899,-2.6105116984582595
DB00708,-2.6105116984582595
DB00327,-2.6105116984582595
DB00844,-2.6105116984582595
DB00704,-2.6105116984582595
DB06274,-2.6105116984582595
DB01535,-2.6105116984582595
DB00611,-2.6105116984582595
DB00854,-2.6105116984582595
DB01452,-2.6105116984582595
DB00921,-2.6105116984582595
DB00813,-2.6105116984582595
DB00318,-2.6105116984582595
DB01571,-2.6105116984582595
DB08697,-2.6003558158432907
DB03082,-2.6003558158432907
DB07625,-2.6003558158432907
DB07626,-2.6003558158432907
DB02473,-2.6003558158432907
DB03046,-2.6003558158432907
DB08072,-2.6003558158432907
DB02398,-2.6003558158432907
DB01977,-2.6003558158432907
DB03476,-2.6003558158432907
DB02705,-2.6003558158432907
DB06855,-2.6003558158432907
DB06856,-2.6003558158432907
DB06857,-2.6003558158432907
DB03729,-2.6003558158432907
DB04172,-2.6003558158432907
DB07122,-2.6003558158432907
DB07129,-2.6003558158432907
DB07076,-2.6003558158432907
DB02551,-2.6003558158432907
DB04059,-2.6003558158432907
DB03782,-2.6003558158432907
DB07503,-2.6000983042516945
DB04769,-2.6000983042516945
DB02375,-2.6000983042516945
DB07073,-2.6000983042516945
DB08300,-2.6000983042516945
DB02580,-2.5985742489632995
DB04835,-2.5985742489632995
DB03661,-2.5811321908918035
DB00054,-2.570916596728974
DB01118,-2.570663364347842
DB07204,-2.541114783070933
DB07997,-2.541114783070933
DB07996,-2.541114783070933
DB06959,-2.541114783070933
DB08070,-2.541114783070933
DB07107,-2.541114783070933
DB08113,-2.541114783070933
DB07583,-2.541114783070933
DB07857,-2.541114783070933
DB07856,-2.541114783070933
DB07855,-2.541114783070933
DB07854,-2.541114783070933
DB07858,-2.541114783070933
DB08150,-2.541114783070933
DB08148,-2.541114783070933
DB08149,-2.541114783070933
DB08114,-2.541114783070933
DB07860,-2.541114783070933
DB08568,-2.541114783070933
DB08569,-2.541114783070933
DB00095,-2.5410602881513276
DB07379,-2.5330399453607955
DB07795,-2.5330399453607955
DB00070,-2.5313331556913563
DB00092,-2.5127350789868816
DB00112,-2.5122863909638653
DB00697,-2.506444847224893
DB00081,-2.500103672934086
DB08908,-2.4889416868116245
DB01070,-2.480131864083802
DB03451,-2.480131864083802
DB01436,-2.480131864083802
DB00136,-2.480131864083802
DB00910,-2.480131864083802
DB00153,-2.480131864083802
DB00146,-2.480131864083802
DB04796,-2.480131864083802
DB02300,-2.480131864083802
DB00169,-2.480131864083802
DB04258,-2.480131864083802
DB01905,-2.474496451754481
DB03876,-2.474496451754481
DB02526,-2.474496451754481
DB00108,-2.472418141038077
DB06218,-2.4607845081875577
DB08340,-2.45094215879778
DB08345,-2.45094215879778
DB01765,-2.45094215879778
DB03924,-2.45094215879778
DB08338,-2.45094215879778
DB08468,-2.45094215879778
DB08473,-2.45094215879778
DB04719,-2.45094215879778
DB08660,-2.45094215879778
DB07715,-2.45094215879778
DB07802,-2.45094215879778
DB03035,-2.45094215879778
DB02170,-2.45094215879778
DB04462,-2.45094215879778
DB04720,-2.45094215879778
DB04721,-2.45094215879778
DB08360,-2.45094215879778
DB08362,-2.45094215879778
DB08354,-2.45094215879778
DB08353,-2.45094215879778
DB08080,-2.4308112573830902
DB00111,-2.4121451294377696
DB01919,-2.383189386361848
DB02611,-2.383189386361848
DB04098,-2.383189386361848
DB07458,-2.383189386361848
DB06977,-2.383189386361848
DB07235,-2.383189386361848
DB07124,-2.383189386361848
DB01940,-2.383189386361848
DB02155,-2.383189386361848
DB00087,-2.3778335175404846
DB00110,-2.3778335175404846
DB00056,-2.373675579096755
DB01197,-2.350591644827134
DB08768,-2.337474245308007
DB07529,-2.337474245308007
DB06976,-2.337474245308007
DB07595,-2.337474245308007
DB07622,-2.337474245308007
DB07755,-2.337474245308007
DB07750,-2.337474245308007
DB08247,-2.337474245308007
DB07982,-2.337474245308007
DB08535,-2.337474245308007
DB08534,-2.337474245308007
DB08537,-2.337474245308007
DB08536,-2.337474245308007
DB08533,-2.337474245308007
DB08532,-2.337474245308007
DB08539,-2.337474245308007
